=======[thaumcraft]=======
WARP | thaumcraft | Warp, Flux and all things bad | 1 | [None] | [None]
GADOMANCY.KNOWLEDGE_BOOK | gadomancy | Book of Knowledge | 2 | [GADOMANCY.AURA_CORE, GOGGLES, THAUMATORIUM] | [None]
GADOMANCY.AURA.praecantatio | gadomancy | tc.research_name.GADOMANCY.AURA.praecantatio | 0 | [None] | [None]
GADOMANCY.GOLEMCOREBREAK | gadomancy | Golem Core: Break | 3 | [GADOMANCY.PSEUDO.COREHARVEST, ELEMENTALAXE, ELEMENTALPICK, ELEMENTALSHOVEL] | [None]
GADOMANCY.AURA.lucrum | gadomancy | tc.research_name.GADOMANCY.AURA.lucrum | 0 | [None] | [None]
GADOMANCY.AURA.lux | gadomancy | tc.research_name.GADOMANCY.AURA.lux | 0 | [None] | [None]
GADOMANCY.PSEUDO.VOIDMETAL | gadomancy | Void metal | 2 | [None] | [VOIDMETAL]
GADOMANCY.AURA_CORE | gadomancy | Aura Core | 2 | [INFUSION, THAUMIUM] | [None]
GADOMANCY.AURA_PYLON | gadomancy | Aura Pylon | 2 | [GADOMANCY.AURA_CORE, TUBEFILTER] | [None]
GADOMANCY.AURA.perditio | gadomancy | tc.research_name.GADOMANCY.AURA.perditio | 0 | [None] | [None]
GADOMANCY.AURA.cognitio | gadomancy | tc.research_name.GADOMANCY.AURA.cognitio | 0 | [None] | [None]
GADOMANCY.AURA.vinculum | gadomancy | tc.research_name.GADOMANCY.AURA.vinculum | 0 | [None] | [None]
PAVEWARD | gadomancy | Paving Stone of Warding | 0 | [None] | [None]
GADOMANCY.AURA.infernus | gadomancy | tc.research_name.GADOMANCY.AURA.infernus | 0 | [None] | [None]
GADOMANCY.ESSENTIA_COMPRESSOR | gadomancy | Essentia Condenser | 2 | [GADOMANCY.AURA_CORE, GADOMANCY.PSEUDO.ESSENTIARESERVOIR] | [None]
GADOMANCY.AURA.ignis | gadomancy | tc.research_name.GADOMANCY.AURA.ignis | 0 | [None] | [None]
GADOMANCY.GROWING_GROWTH | gadomancy | Growing Behavior | 3 | [GADOMANCY.GROWING] | [None]
GADOMANCY.AURA.mortuus | gadomancy | tc.research_name.GADOMANCY.AURA.mortuus | 0 | [None] | [None]
GADOMANCY.ARCANE_PACKAGER | gadomancy | Arcane Packager | 2 | [GADOMANCY.AURA_CORE, WARDEDARCANA] | [None]
GADOMANCY.AURA.iter | gadomancy | tc.research_name.GADOMANCY.AURA.iter | 0 | [None] | [None]
GADOMANCY.PSEUDO.COREGUARD | gadomancy | Golem Core: Guard | 2 | [None] | [COREGUARD]
GADOMANCY.AURA.vitium | gadomancy | tc.research_name.GADOMANCY.AURA.vitium | 0 | [None] | [None]
GADOMANCY.AURA.sensus | gadomancy | tc.research_name.GADOMANCY.AURA.sensus | 0 | [None] | [None]
GADOMANCY.GOLEMCOREBODYGUARD | gadomancy | Golem Core: Bodyguard | 2 | [BOOTSTRAVELLER, ELEMENTALSWORD, GADOMANCY.PSEUDO.COREGUARD] | [None]
GADOMANCY.AURA.pannus | gadomancy | tc.research_name.GADOMANCY.AURA.pannus | 0 | [None] | [None]
GADOMANCY.AURA.volatus | gadomancy | tc.research_name.GADOMANCY.AURA.volatus | 0 | [None] | [None]
GADOMANCY.AURA.humanus | gadomancy | tc.research_name.GADOMANCY.AURA.humanus | 0 | [None] | [None]
GADOMANCY.AURA.victus | gadomancy | tc.research_name.GADOMANCY.AURA.victus | 0 | [None] | [None]
GADOMANCY.AURA.limus | gadomancy | tc.research_name.GADOMANCY.AURA.limus | 0 | [None] | [None]
GADOMANCY.REMOTEJAR | gadomancy | Mirrored Jars | 3 | [GADOMANCY.PSEUDO.JARLABEL, MIRRORESSENTIA] | [None]
GADOMANCY.AURA.tutamen | gadomancy | tc.research_name.GADOMANCY.AURA.tutamen | 0 | [None] | [None]
GADOMANCY.NODE_MANIPULATOR | gadomancy | Node Manipulator | 2 | [GADOMANCY.PSEUDO.VOIDMETAL, WANDPEDFOC, PAVEWARD, GADOMANCY.PSEUDO.WANDPED] | [None]
GADOMANCY.AURA.ira | gadomancy | tc.research_name.GADOMANCY.AURA.ira | 0 | [None] | [None]
GADOMANCY.FAMILIAR_SHOCK | gadomancy | Lightning Impact | 2 | [GADOMANCY.ETHEREAL_FAMILIAR] | [None]
GADOMANCY.FAMILIAR_DAMAGE | gadomancy | Arc Amplification | 2 | [GADOMANCY.ETHEREAL_FAMILIAR, VOIDMETAL] | [None]
GADOMANCY.FAMILIAR_RANGE | gadomancy | Sensitivity Boost | 2 | [GADOMANCY.ETHEREAL_FAMILIAR] | [None]
GADOMANCY.PSEUDO.COREHARVEST | gadomancy | Golem Core: Harvest | 2 | [None] | [COREHARVEST]
GADOMANCY.AURA.fames | gadomancy | tc.research_name.GADOMANCY.AURA.fames | 0 | [None] | [None]
GADOMANCY.AURA.tempestas | gadomancy | tc.research_name.GADOMANCY.AURA.tempestas | 0 | [None] | [None]
ELEMENTALAXE | gadomancy | Axe of the Stream | 0 | [None] | [None]
GADOMANCY.FAMILIAR_SPEED | gadomancy | Frequency Emission Overdrive | 2 | [GADOMANCY.FAMILIAR_DAMAGE, GADOMANCY.FAMILIAR_RANGE, PRIMPEARL] | [None]
GADOMANCY.ARMORDISGUISE | gadomancy | Armor Disguise | 1 | [GADOMANCY.PSEUDO.INFUSIONENCHANTMENT] | [None]
GADOMANCY.AURA.terra | gadomancy | tc.research_name.GADOMANCY.AURA.terra | 0 | [None] | [None]
GADOMANCY.AURA.arbor | gadomancy | tc.research_name.GADOMANCY.AURA.arbor | 0 | [None] | [None]
GADOMANCY.AURA.gelum | gadomancy | tc.research_name.GADOMANCY.AURA.gelum | 0 | [None] | [None]
GADOMANCY.PSEUDO.JARLABEL | gadomancy | Warded Jars and Labels | 1 | [None] | [JARLABEL]
GADOMANCY.GROWING | gadomancy | Growing Nodes | 3 | [GADOMANCY.NODE_MANIPULATOR] | [None]
GADOMANCY.AURA.vitreus | gadomancy | tc.research_name.GADOMANCY.AURA.vitreus | 0 | [None] | [None]
GADOMANCY.CLEAN_AURA_CORE | gadomancy | Core Cleaning | 1 | [GADOMANCY.AURA_CORE] | [None]
GADOMANCY.STICKYJAR | gadomancy | Sticky Jars | 2 | [GADOMANCY.PSEUDO.JARLABEL] | [None]
GADOMANCY.PSEUDO.ESSENTIARESERVOIR | gadomancy | Advanced Essentia Storage  | 2 | [None] | [ESSENTIARESERVOIR]
GADOMANCY.AURA.alienis | gadomancy | tc.research_name.GADOMANCY.AURA.alienis | 0 | [None] | [None]
GADOMANCY.PSEUDO.WANDPED | gadomancy | Wand Recharge Pedestal | 2 | [None] | [WANDPED]
FOCUSPRIMAL | gadomancy | Wand Focus: Primal | 0 | [None] | [None]
GADOMANCY.AURA.desidia | gadomancy | tc.research_name.GADOMANCY.AURA.desidia | 0 | [None] | [None]
GADOMANCY.FAMILIAR_POISON | gadomancy | Corrosive Venom | 2 | [GADOMANCY.ETHEREAL_FAMILIAR] | [None]
GADOMANCY.AURA_EFFECTS | gadomancy | Aura Effects | 2 | [GADOMANCY.AURA_PYLON] | [None]
GADOMANCY.AURA.gula | gadomancy | tc.research_name.GADOMANCY.AURA.gula | 0 | [None] | [None]
GADOMANCY.AURA.spiritus | gadomancy | tc.research_name.GADOMANCY.AURA.spiritus | 0 | [None] | [None]
GADOMANCY.AURA.telum | gadomancy | tc.research_name.GADOMANCY.AURA.telum | 0 | [None] | [None]
GADOMANCY.GROWING_ATTACK | gadomancy | Destroying Behavior | 3 | [GADOMANCY.GROWING] | [None]
GADOMANCY.GOLEMSILVERWOOD | gadomancy | Silverwood Golems | 3 | [GADOMANCY.PSEUDO.GOLEMTALLOW] | [None]
GADOMANCY.ETHEREAL_FAMILIAR | gadomancy | Ethereal Familiar | 2 | [RUNICARMOR] | [None]
WANDPEDFOC | gadomancy | Compound Recharge Focus | 0 | [None] | [None]
GADOMANCY.AURA.invidia | gadomancy | tc.research_name.GADOMANCY.AURA.invidia | 0 | [None] | [None]
GADOMANCY.AURA.perfodio | gadomancy | tc.research_name.GADOMANCY.AURA.perfodio | 0 | [None] | [None]
GADOMANCY.GROWING_GROWTHCLUE | gadomancy | Secrets of growth | 2 | [GADOMANCY.GROWING_AGGRESSION, GADOMANCY.GROWING_GROWTH, GADOMANCY.GROWING_ATTACK] | [None]
GADOMANCY.AURA.exanimis | gadomancy | tc.research_name.GADOMANCY.AURA.exanimis | 0 | [None] | [None]
GADOMANCY.AURA.fabrico | gadomancy | tc.research_name.GADOMANCY.AURA.fabrico | 0 | [None] | [None]
GADOMANCY.FAMILIAR_WEAKNESS | gadomancy | Enervation | 2 | [GADOMANCY.ETHEREAL_FAMILIAR] | [None]
GADOMANCY.AURA.bestia | gadomancy | tc.research_name.GADOMANCY.AURA.bestia | 0 | [None] | [None]
GADOMANCY.PSEUDO.OCULUS | gadomancy | Opening the Eye | 1 | [None] | [OCULUS]
GADOMANCY.AURA.potentia | gadomancy | tc.research_name.GADOMANCY.AURA.potentia | 0 | [None] | [None]
GADOMANCY.AURA.herba | gadomancy | tc.research_name.GADOMANCY.AURA.herba | 0 | [None] | [None]
COREUSE | gadomancy | Golem Core: Use | 0 | [None] | [None]
GADOMANCY.AURA.superbia | gadomancy | tc.research_name.GADOMANCY.AURA.superbia | 0 | [None] | [None]
GADOMANCY.INFUSIONCLAW | gadomancy | Automated Infusion | 3 | [FOCUSPRIMAL, GADOMANCY.PSEUDO.VOIDMETAL, GADOMANCY.PSEUDO.WANDPED, COREUSE] | [None]
GADOMANCY.GOLEMRUNICSHIELD | gadomancy | Golemic Shielding | 3 | [GADOMANCY.GOLEMSILVERWOOD] | [None]
GADOMANCY.PSEUDO.BELLOWS | gadomancy | Arcane Bellows | 1 | [None] | [BELLOWS]
GADOMANCY.BLOCK_PROTECTOR | gadomancy | Enervation Field Emitter | 2 | [GADOMANCY.STICKYJAR] | [None]
GADOMANCY.PSEUDO.INFUSIONENCHANTMENT | gadomancy | Infusion Enchantment | 3 | [None] | [INFUSIONENCHANTMENT]
RUNICARMOR | gadomancy | Runic Shielding | 0 | [None] | [None]
GADOMANCY.AURA.aer | gadomancy | tc.research_name.GADOMANCY.AURA.aer | 0 | [None] | [None]
GADOMANCY.AURA.ordo | gadomancy | tc.research_name.GADOMANCY.AURA.ordo | 0 | [None] | [None]
GADOMANCY.REVEALER | gadomancy | Thaumic Sight | 1 | [GADOMANCY.PSEUDO.INFUSIONENCHANTMENT, GOGGLES] | [None]
GADOMANCY.GROWING_AGGRESSION | gadomancy | Aggressive Behavior | 3 | [GADOMANCY.GROWING] | [None]
ELEMENTALSWORD | gadomancy | Sword of the Zephyr | 0 | [None] | [None]
GADOMANCY.AURA.aqua | gadomancy | tc.research_name.GADOMANCY.AURA.aqua | 0 | [None] | [None]
GADOMANCY.FAMILIAR_FIRE | gadomancy | Flash Burn | 2 | [GADOMANCY.ETHEREAL_FAMILIAR] | [None]
GADOMANCY.PSEUDO.GOLEMTALLOW | gadomancy | Tallow Golems | 2 | [None] | [GOLEMTALLOW]
GADOMANCY.AURA.instrumentum | gadomancy | tc.research_name.GADOMANCY.AURA.instrumentum | 0 | [None] | [None]

=======[mdeco]=======
FANCYLANTERN | mdeco | Thaumaturge's Lanterns | 1 | [None] | [None]
DECOMATRIX | mdeco | Decorative Runic Matrix | 1 | [FANCYLANTERN] | [None]

=======[magicbees]=======
MB_Scoop | magicbees | Thaumium Scoop | 1 | [None] | [THAUMIUM]
MB_EssenceTime | magicbees | Essence of Lost Time | 2 | [MB_EssenceUnstable] | [None]
MB_Root | magicbees | Apimancy | 1 | [None] | [None]
MB_EssenceArmor | magicbees | Essence of Everlasting Durability | 2 | [MB_EssenceLife] | [None]
MB_Grafter | magicbees | Thaumium Grafter | 2 | [MB_Scoop] | [None]
MB_EssenceLife | magicbees | Essence of False Life | 1 | [None] | [CRUCIBLE]
MB_EssenceOblivion | magicbees | Essence of Scornful Oblivion | 3 | [MB_DimensionalSingularity] | [None]
MB_VisAuraProvider | magicbees | Vis Apiary Booster | 3 | [None] | [VISPOWER]
MB_LoreFragment | magicbees | Lore Fragments | 1 | [MB_Root] | [None]
MB_FrameMagic | magicbees | Magic Frame | 1 | [None] | [None]
MB_EssenceUnstable | magicbees | Essence of Fickle Permanence | 2 | [MB_EssenceLife] | [None]
MB_EssenceDeath | magicbees | Essence of a Shallow Grave | 1 | [MB_EssenceUnstable] | [None]
MB_DimensionalSingularity | magicbees | Dimensional Singularity | 3 | [MB_FrameMagic, MB_EssenceTime, MB_EssenceDeath] | [None]

=======[magiccookie]=======
GOLEMGOLD | magiccookie | Golden Golems | 2 | [MANACOOKIE, ADVANCEDGOLEM] | [None]
DARKSTONE | magiccookie | Dark Brick | 3 | [BASICCRAFTING] | [None]
MASTERRINGORDO | magiccookie | Master's Ring of Order | 1 | [UPGRADEWATER, RUNICAUGMENTATION, ROD_quartz, MASTERRINGPERDITIO] | [MANACOOKIE]
WOOLTOSTRING | magiccookie | Pulling threads | 2 | [FLESHTOLEATHER] | [None]
MAGICICE | magiccookie | Magic Ice | 2 | [MANACOOKIE, INFUSION, FOCUSFROST] | [None]
ELEMENTALSHEARS | magiccookie | Shepherd's Shears | 1 | [THAUMIUM, INFUSION] | [None]
MASTERRINGAER | magiccookie | Master's Ring of Air | 1 | [UPGRADEAIR, RUNICAUGMENTATION, ROD_reed, MASTERRINGAQUA] | [MANACOOKIE]
ADVANCEDGOLEMBELL | magiccookie | Advanced GolemBell | 2 | [ADVANCEDGOLEM, MANACOOKIE] | [None]
VOIDCRYSTAL | magiccookie | Controlled Void Crystal | 3 | [MANACOOKIE, MIRRORHAND] | [None]
GOLEMEMERALD | magiccookie | Emerald Golem | 3 | [MANACOOKIE, ADVANCEDGOLEM] | [None]
QUICKSILVERSTORAGE | magiccookie | QuickSilver Container | 1 | [ETCHEDIRONCRAFT] | [None]
ETCHEDIRONCRAFT | magiccookie | Etched Iron | 2 | [ETCHEDIRON] | [None]
MASTERRINGIGNIS | magiccookie | Master's Ring of Fire | 1 | [UPGRADEFIRE, RUNICAUGMENTATION, MANACOOKIE, ROD_blaze] | [None]
GROG | magiccookie | Jug o' Grog | 3 | [None] | [None]
DECHANTMENTTABLE | magiccookie | Dechanting | 3 | [None] | [None]
FLESHTOLEATHER | magiccookie | From rags to Riches | 2 | [MANACOOKIE] | [None]
MASTERRINGONE | magiccookie | Master's One Ring | 1 | [MASTERRINGIGNIS, MASTERRINGAQUA, MASTERRINGTERRA, MASTERRINGAER, MASTERRINGORDO, MASTERRINGPERDITIO] | [None]
ACIDETCHEDIRON | magiccookie | Acid Etched Iron | 2 | [ETCHEDIRON] | [None]
BASICCRAFTING | magiccookie | Basic Crafting Skills | 1 | [NODESTABILIZERADV] | [None]
FOCUSICECAGE | magiccookie | Wand Focus: Heart of Ice | 3 | [MAGICICE] | [None]
SLICKSAND | magiccookie | Slipping through the cracks | 3 | [BASICCRAFTING] | [None]
MASTERRINGTERRA | magiccookie | Master's Ring of Earth | 1 | [UPGRADEEARTH, RUNICAUGMENTATION, ROD_obsidian, MASTERRINGORDO, MASTERRINGAER] | [MANACOOKIE]
MANACOOKIE | magiccookie | Mana Cookies | 1 | [INFUSION] | [None]
MASTERRINGAQUA | magiccookie | Master's Ring of Water | 1 | [UPGRADEWATER, RUNICAUGMENTATION, ROD_ice, MASTERRINGIGNIS] | [MANACOOKIE]
PURECINNABAR | magiccookie | Cinnabar Purification | 2 | [THAUMIUM, FLESHTOLEATHER] | [None]
MASTERRINGPERDITIO | magiccookie | Master's Ring of Entropy | 1 | [UPGRADEENTROPY, RUNICAUGMENTATION, ROD_bone, MASTERRINGIGNIS] | [MANACOOKIE]
GOLEMVOIDMETAL | magiccookie | Void Metal Golem | 1 | [ADVANCEDGOLEM, GOLEMGOLD, GOLEMEMERALD, ESSENTIARESERVOIR] | [None]
ETCHEDIRON | magiccookie | Etched Iron | 2 | [BASICCRAFTING] | [None]
DIDYOUIRONTHECAT | magiccookie | Did you iron the cat? | 3 | [VOIDCRYSTAL] | [None]

=======[manametalmod]=======
Mana | manametalmod | Mana | 1 | [None] | [None]
CAP_BEDROCK | manametalmod | Bedrock Cap | 1 | [ingotBedrock] | [None]
CAP_ANCIENTTHULIUM | manametalmod | Ancient Thulium Cap | 1 | [ingotAncientThulium] | [THAUMIUM, INFUSION]
ingotBedrock | manametalmod | Bedrock | 1 | [ingotAncientThulium] | [None]
ItemFocusMagicBallFire | manametalmod | Focus: Fireball | 1 | [None] | [THAUMIUM, INFUSION]
ItemFocusMagicBallDark | manametalmod | Spell Focus: Dark Sphere | 1 | [None] | [THAUMIUM, INFUSION]
ingotBloodMetal | manametalmod | Dark Blood | 1 | [ingotDark] | [None]
RecipeItemFocusMagicSet | manametalmod | tc.research_name.RecipeItemFocusMagicSet | 1 | [None] | [THAUMIUM, INFUSION]
CAP_PLATIUM | manametalmod | Platinum Cap | 1 | [None] | [None]
CAP_BLOODMETAL | manametalmod | Dark Blood Steel Cap | 1 | [ingotBloodMetal] | [None]
CAP_MANAS | manametalmod | Magic Steel Staff Cap | 1 | [ingotManaS] | [None]
CAP_DARK | manametalmod | Dark Steel Cap | 1 | [ingotDark] | [None]
ItemFocusMagicBallSuper | manametalmod | Spell Focus: Elemental Storm | 1 | [None] | [THAUMIUM, INFUSION]
ingotNeutronEnergy | manametalmod | O'Halloran Steel | 1 | [ingotEndless] | [None]
ingotAncientThulium | manametalmod | Ancient Thulium | 1 | [ingotRuneSteel] | [None]
CAP_PALLADIUM | manametalmod | Palladium Cap | 1 | [None] | [None]
ItemFocusMagicMana | manametalmod | Spell Focus: Mana Conversion | 1 | [None] | [THAUMIUM, INFUSION]
ingotUniverseEnergy | manametalmod | Cosmic Energy | 1 | [ingotNeutronEnergy] | [None]
ItemFocusMagicLightningS | manametalmod | Focus: Advanced Lightning | 1 | [None] | [THAUMIUM, INFUSION]
ingotEndless | manametalmod | Infinite Steel | 1 | [ingotCrimson] | [None]
CAP_UNIVERSEENERGY | manametalmod | Cosmic Energy Wand Cap | 1 | [ingotUniverseEnergy] | [None]
ingotManaS | manametalmod | Magic Steel | 1 | [Mana] | [None]
ItemFocusMagicGS | manametalmod | Focus: Super Gravity Sphere | 1 | [None] | [THAUMIUM, INFUSION]
ItemFocusMagicArrow | manametalmod | Spell Focus: Wind Arrow Storm | 1 | [None] | [THAUMIUM, INFUSION]
pearlMake | manametalmod | Pearl Awakening | 1 | [ingotUniverseEnergy] | [None]
ItemFocusMagicBallIce | manametalmod | Focus: Ice Ball | 1 | [None] | [THAUMIUM, INFUSION]
ingotRuneSteel | manametalmod | Rune Steel | 1 | [ingotManaS] | [None]
CAP_CRIMSON | manametalmod | Red Chain Metal Cap | 1 | [ingotCrimson] | [None]
ManaDUST | manametalmod | Magic Dust Alchemy | 1 | [Mana] | [None]
CAP_NEUTRONENERGY | manametalmod | O'Halloran Steel Wand Cap | 1 | [ingotNeutronEnergy] | [None]
CAP_ENDLESS | manametalmod | Infinite Steel Wand Cap | 1 | [ingotEndless] | [None]
ingotDark | manametalmod | Dark Metal | 1 | [ingotBedrock] | [None]
ItemFocusMagicDefense | manametalmod | Spell Focus: Grass Blessing | 1 | [None] | [THAUMIUM, INFUSION]
Astronomy | manametalmod | Astronomy | 1 | [None] | [None]
CAP_LEGEND | manametalmod | Rune Steel Staff Cap | 1 | [ingotRuneSteel] | [None]
ItemFocusMagicG | manametalmod | Focus: Gravity Sphere | 1 | [None] | [THAUMIUM, INFUSION]
ingotCrimson | manametalmod | Crimson | 1 | [ingotBloodMetal] | [None]

=======[manametalmod]=======
CrimsonBiography | manametalmod | Crimson Biography | 2 | [ShardMake] | [None]
ItemRuneMagicBauble1 | manametalmod | Transcendent Ring | 3 | [ShardMake] | [None]
ItemRuneMagicBauble2 | manametalmod | Galaxy Belt | 3 | [ShardMake] | [None]
ROD_magictree | manametalmod | Spirit Tree Wand Core | 3 | [MagicTreeMake] | [None]
MisriruArmor | manametalmod | Mithril Armor | 3 | [ingotMisriru] | [None]
ItemNodeMake | manametalmod | Light of Creation | 3 | [PaneMaker] | [None]
ItemRuneMagicBauble0 | manametalmod | Genesis Necklace | 3 | [ShardMake] | [None]
MagicTreeMake | manametalmod | Spirit Tree | 3 | [PearDustMake] | [None]
TrueMisriruArmor1 | manametalmod | Genesis Divine Chestplate | 3 | [ShardMake] | [None]
MagicFoodMake | manametalmod | Infusion Apple | 3 | [PearDustMake] | [None]
TrueMisriruArmor0 | manametalmod | Infernal Messenger Helmet | 3 | [ShardMake] | [None]
TrueMisriruArmor3 | manametalmod | Typhoon Goddess Boots | 3 | [ShardMake] | [None]
ingotMisriru | manametalmod | Misriru Ingot | 3 | [PearDustMake] | [None]
MagicXPMake | manametalmod | Genesis Essence | 3 | [PearDustMake] | [None]
TrueMisriruArmor2 | manametalmod | Earth Shield Leggings | 3 | [ShardMake] | [None]
UltimateThaumcraft | manametalmod | Ultimate Thaumcraft | 3 | [None] | [PRIMPEARL]
ItemPrimalCrusherTrues | manametalmod | True Primal Crusher | 3 | [ShardMake] | [None]
ContaminationCake | manametalmod | Contamination Slime Cake | 2 | [CrimsonBiography] | [None]
ShardMake | manametalmod | Genesis Shard | 3 | [ingotMisriru] | [None]
ROD_misriru | manametalmod | Misriru-Inlaid Silverwood Rod | 3 | [PaneMaker] | [None]
MagicItemThaumCrafts5 | manametalmod | Mithril Bracers | 3 | [MagicItemThaumCrafts0] | [None]
MagicItemThaumCrafts4 | manametalmod | Mithril Shoulder Guard | 3 | [MagicItemThaumCrafts0] | [None]
PanaceaMake | manametalmod | Panacea | 3 | [PearDustMake] | [None]
ROD_misrirubig_staff | manametalmod | Misriru-Inlaid Silverwood Staff Core | 3 | [ROD_misriru] | [None]
MagicItemThaumCrafts1 | manametalmod | Mithril Necklace | 3 | [MagicItemThaumCrafts0] | [None]
MagicItemThaumCrafts0 | manametalmod | Mithril Accessories | 3 | [ShardMake] | [None]
MagicItemThaumCrafts3 | manametalmod | Mithril Earrings | 3 | [MagicItemThaumCrafts0] | [None]
MagicItemThaumCrafts2 | manametalmod | Mithril Belt | 3 | [MagicItemThaumCrafts0] | [None]
ItemWorldDestroy | manametalmod | Flame of Destruction | 3 | [ItemNodeMake] | [None]
PaneMaker | manametalmod | Creation Pen | 3 | [ShardMake] | [None]
PearDustMake | manametalmod | Pearl Dust | 3 | [UltimateThaumcraft] | [None]

=======[manametalmod]=======

=======[thaumcraftrecipes]=======
ADDGREATWOOD | thaumcraftrecipes | Crafting Greatwood Sapling | 2 | [DESCRIPTION] | [None]
NITORFOCUS | thaumcraftrecipes | Wand Focus: Nitor | 2 | [DESCRIPTION, NITOR, INFUSION] | [None]
DESCRIPTION | thaumcraftrecipes | The Description of Synthesis | 3 | [None] | [None]
ADDMANABEAN | thaumcraftrecipes | Crafting Mana Bean | 1 | [ADDGREATWOOD, ADDSILVERWOOD] | [None]
PECH'SCURSEFOCUS | thaumcraftrecipes | Wand Focus: Pech's Curse | 3 | [ALUMENTUMSPAWNERFOCUS, NITORFOCUS] | [None]
ADDSILVERWOOD | thaumcraftrecipes | Crafting Silverwood Sapling | 3 | [ADDGREATWOOD, INFUSION] | [None]
ALUMENTUMSPAWNERFOCUS | thaumcraftrecipes | Wand Focus: Alumentum | 2 | [DESCRIPTION, ALUMENTUM, INFUSION] | [None]
TRANSMUTATIONFOCUS | thaumcraftrecipes | Wand Focus: Transmutation | 3 | [ALUMENTUMSPAWNERFOCUS, NITORFOCUS] | [None]

=======[thaumicdyes]=======
TD.RUNICBOOTSTRAVELLER | thaumicdyes | Runic Boots of the Traveller | 2 | [TD.BOOTSTRAVELLER, TD.RUNICARMOR] | [None]
TD.DYEDPRAETOR | thaumicdyes | Thaumaturge's Praetor Armor  | 3 | [TD.CRIMSONLEADER] | [None]
TD.RUNICGOGGLES | thaumicdyes | Runic Goggles of Revealing | 2 | [GOGGLES, TD.RUNICARMOR] | [None]
TD.ENHANCEDRUNICARMOR | thaumicdyes | Enhanced Runic Armor | 3 | [TD.RUNICARMOR] | [TD.RUNICARMORUPGRADES]
TD.CRIMSONBANNER | thaumicdyes | Crimson Cult Banner | 1 | [TD.CRIMSON, BANNERS] | [None]
TD.CRIMSONCLERIC | thaumicdyes | Crimson Cleric Robes | 1 | [TD.CRIMSON] | [None]
TD.RUNICARMORUPGRADES | thaumicdyes | Runic Armor Upgrades | 3 | [TD.RUNICARMOR] | [RUNICHEALING, RUNICKINETIC, RUNICEMERGENCY]
TD.PRIMALRUNICARMOR | thaumicdyes | Abyssal Runic Armor | 3 | [TD.ENHANCEDRUNICARMOR] | [PRIMPEARL]
TD.DYEDARCHER | thaumicdyes | Thaumaturge's Battledress | 2 | [TD.CRIMSONARCHER] | [None]
TD.VOIDROBE | thaumicdyes | Bleached Void Robes | 2 | [TD.VOIDFORTRESS] | [None]
TD.IRONHELMGOGGLES | thaumicdyes | Helm of Revealing | 1 | [TD.IRONFORTRESS, GOGGLES] | [None]
TD.CRIMSON | thaumicdyes | Crimson Armorsmithing | 2 | [CRIMSON, ENCHFABRIC] | [None]
TD.INHABITEDPLATE | thaumicdyes | Husk Armor | 2 | [TD.OUTERARRIVAL] | [None]
TD.MASKEVIL | thaumicdyes | Mask of Cruelty | 2 | [VOIDMETAL] | [None]
TD.VOIDFORTRESS | thaumicdyes | Void Thaumaturge Robes | 1 | [None] | [None]
TD.DYEDRANGER | thaumicdyes | Thaumaturge's Ranger Armor | 2 | [TD.CRIMSONRANGER] | [None]
TD.IRONFORTRESS | thaumicdyes | Iron Fortress Armor | 2 | [TD.ARMORFORTRESS] | [None]
TD.THAUMIUMBOOTS | thaumicdyes | Thaumium Boots of the Explorer | 2 | [TD.THAUMIUM, TD.BOOTSTRAVELLER] | [None]
TD.PRIMALRUNIC | thaumicdyes | Abyssal secrets | 1 | [TD.PRIMALRUNICARMOR] | [None]
TD.CRIMSONARCHER | thaumicdyes | Crimson Archer Armor | 1 | [TD.CRIMSON] | [TD.CRIMSONKNIGHT]
TD.DYEDFORTRESS | thaumicdyes | Enhanced Fortress Armor  | 2 | [TD.THAUMIUM, TD.ARMORFORTRESS] | [None]
TD.CRIMSONRANGER | thaumicdyes | Crimson Ranger Robes | 1 | [TD.CRIMSON] | [TD.CRIMSONCLERIC]
TD.PALADIN | thaumicdyes | Crimson Paladin | 1 | [TD.CRIMSONLEADER] | [TD.DYEDPRAETOR]
TD.THAUMIUM | thaumicdyes | Magical Metallurgy | 1 | [None] | [None]
TD.VOIDBOOTS | thaumicdyes | Void Boots of the Wanderer | 2 | [TD.VOIDFORTRESS, TD.BOOTSTRAVELLER] | [None]
TD.ARMORFORTRESS | thaumicdyes | Thaumium Fortress Armor | 1 | [None] | [None]
TD.DYEDROBE | thaumicdyes | Thaumaturge's Crimson Robes  | 2 | [TD.CRIMSONCLERIC] | [None]
TD.THAUMIUMROBE | thaumicdyes | Thaumium Robes | 2 | [TD.THAUMIUM, GOGGLES, ENCHFABRIC] | [None]
TD.CRIMSONLEADER | thaumicdyes | Crimson Praetor Armor | 2 | [TD.CRIMSON, PRIMPEARL] | [TD.CRIMSONCLERIC, TD.CRIMSONKNIGHT, TD.CRIMSONRANGER, TD.CRIMSONARCHER]
TD.DYEDKNIGHT | thaumicdyes | Thaumaturge's Knight Armor  | 2 | [TD.CRIMSONKNIGHT] | [None]
TD.RUNICARMOR | thaumicdyes | Runic Armor | 3 | [INFUSION, RUNICARMOR] | [None]
TD.BOOTSTRAVELLER | thaumicdyes | Boots of the Traveler | 1 | [None] | [None]
TD.IRONHELMAESTHETICS | thaumicdyes | Aesthetic Faceplates | 1 | [TD.IRONFORTRESS] | [None]
